epoch,Dice_Coefficient,binary_accuracy,loss,val_Dice_Coefficient,val_binary_accuracy,val_loss
0,0.21659578382968903,0.8586267232894897,0.7840608358383179,0.06093093752861023,0.0283119585365057,0.9399223923683167
1,0.3052399158477783,0.9338238835334778,0.6957502961158752,0.06093268468976021,0.02834230475127697,0.9399205446243286
2,0.37925371527671814,0.9549346566200256,0.621398389339447,0.06954709440469742,0.15698088705539703,0.9315005540847778
3,0.38500112295150757,0.9510276317596436,0.6152809858322144,0.0703732967376709,0.158074751496315,0.9309678077697754
4,0.4316622018814087,0.9593172669410706,0.5684648752212524,0.13078279793262482,0.5571430325508118,0.8769640922546387
5,0.4446249306201935,0.9607744216918945,0.5561488270759583,0.23872840404510498,0.7671189308166504,0.76654052734375
6,0.4731745719909668,0.9622390270233154,0.5262486338615417,0.3159389793872833,0.862343966960907,0.7005413770675659
7,0.46148350834846497,0.9617500305175781,0.5373589396476746,0.37478747963905334,0.9281782507896423,0.6219952702522278
8,0.4792635142803192,0.9627047777175903,0.5215222239494324,0.33074840903282166,0.8837782144546509,0.6753994226455688
9,0.5089263916015625,0.9656155705451965,0.49075010418891907,0.33643004298210144,0.8853859305381775,0.6787450313568115
10,0.5076375603675842,0.9652131795883179,0.49271896481513977,0.2953028380870819,0.8566792011260986,0.7093127965927124
11,0.5066931843757629,0.9644522070884705,0.4940156638622284,0.39676806330680847,0.9229558110237122,0.611598789691925
12,0.5341039299964905,0.9669328331947327,0.4646570682525635,0.476733535528183,0.968339204788208,0.5290593504905701
13,0.5466268062591553,0.968380868434906,0.4537822902202606,0.4243849515914917,0.9244949817657471,0.5723777413368225
14,0.5524572730064392,0.9699066877365112,0.447319358587265,0.5209017992019653,0.9742564558982849,0.4954867362976074
15,0.5634464025497437,0.9701318144798279,0.4364947974681854,0.5058507919311523,0.9738779664039612,0.5059996247291565
16,0.5714018940925598,0.9712277054786682,0.42723628878593445,0.29360607266426086,0.8521226644515991,0.7045013308525085
17,0.5686649084091187,0.9704466462135315,0.42989349365234375,0.5053679347038269,0.9770449995994568,0.50798499584198
18,0.5817651748657227,0.9717747569084167,0.4182404577732086,0.32079172134399414,0.9531201124191284,0.6787895560264587
19,0.6005871891975403,0.9718384146690369,0.40001943707466125,0.4085003137588501,0.9712873101234436,0.6017187237739563
20,0.6068556308746338,0.9727069735527039,0.3938089609146118,0.5161203742027283,0.9756229519844055,0.4938453435897827
21,0.6125539541244507,0.9736906290054321,0.38749033212661743,0.3308996856212616,0.9738394618034363,0.6868693828582764
22,0.6192789077758789,0.9741323590278625,0.38112929463386536,0.4288085401058197,0.945378839969635,0.5857937932014465
23,0.6312531232833862,0.9740406274795532,0.36953455209732056,0.4721219837665558,0.9654061198234558,0.5337537527084351
24,0.6361925005912781,0.9749646782875061,0.36327213048934937,0.510704517364502,0.9772846102714539,0.49663254618644714
25,0.6301730871200562,0.974599301815033,0.36998510360717773,0.40791037678718567,0.9186956286430359,0.6006127595901489
26,0.6417999863624573,0.9750769138336182,0.3586346507072449,0.6142995357513428,0.9709631204605103,0.3891605734825134
27,0.6523666977882385,0.9754602313041687,0.3475094437599182,0.6520346403121948,0.9755522608757019,0.3590867519378662
28,0.6575071811676025,0.9762882590293884,0.3418830633163452,0.5775495767593384,0.9779869318008423,0.4227224290370941
29,0.6591761112213135,0.9758883118629456,0.33999982476234436,0.5984833836555481,0.9649789333343506,0.40181276202201843
30,0.6732739210128784,0.976548433303833,0.3269197940826416,0.6217833161354065,0.96229487657547,0.3840983211994171
31,0.6747725009918213,0.976277768611908,0.3257538974285126,0.5971161127090454,0.9610618948936462,0.41743963956832886
32,0.6808137893676758,0.9773780107498169,0.3189548850059509,0.527564525604248,0.9690942764282227,0.4770112633705139
33,0.6828072667121887,0.9769126772880554,0.3169301748275757,0.5916314721107483,0.9720515012741089,0.4211081862449646
34,0.6844610571861267,0.9772909879684448,0.3166889548301697,0.6594973206520081,0.9779373407363892,0.34624046087265015
35,0.7016608119010925,0.9784873127937317,0.29809603095054626,0.5677563548088074,0.9621168375015259,0.4477713406085968
36,0.7041234970092773,0.9785327315330505,0.2950960397720337,0.6645842790603638,0.9786450266838074,0.34466221928596497
37,0.7134461998939514,0.9795359373092651,0.2852995991706848,0.631912112236023,0.970841646194458,0.3842250108718872
38,0.7042022943496704,0.9787342548370361,0.2961905300617218,0.6493961215019226,0.9682833552360535,0.3633195161819458
39,0.7214158773422241,0.9799317717552185,0.27922993898391724,0.6729509234428406,0.968836784362793,0.34174874424934387
40,0.7222943902015686,0.979842483997345,0.2770167589187622,0.6589745283126831,0.9732314944267273,0.3529413342475891
41,0.728654146194458,0.9801669716835022,0.2710243761539459,0.6815111041069031,0.9719483852386475,0.3288196623325348
42,0.7340867519378662,0.9800745844841003,0.2662043273448944,0.6192618012428284,0.9797911643981934,0.38591763377189636
43,0.7409806847572327,0.9807075262069702,0.25904417037963867,0.6524806618690491,0.9801492691040039,0.35076093673706055
44,0.7463631629943848,0.9811118245124817,0.25401565432548523,0.700084924697876,0.9795007109642029,0.3038998246192932
45,0.7439950704574585,0.9811403155326843,0.25606492161750793,0.3988661766052246,0.9671633243560791,0.6147108674049377
46,0.745296835899353,0.980976402759552,0.25397953391075134,0.43915989995002747,0.9746833443641663,0.573390007019043
47,0.7218563556671143,0.979766845703125,0.27841994166374207,0.6656021475791931,0.9757397770881653,0.34185388684272766
48,0.7409988641738892,0.9813921451568604,0.2587737739086151,0.7027619481086731,0.9794981479644775,0.3103005886077881
49,0.7376441955566406,0.9807506799697876,0.26284244656562805,0.7060124278068542,0.9795500040054321,0.3044135272502899
50,0.7449880838394165,0.9810922145843506,0.25604894757270813,0.6371724009513855,0.9779158234596252,0.37181568145751953
51,0.7495468854904175,0.9810216426849365,0.25117215514183044,0.7093152403831482,0.9786874055862427,0.29534709453582764
52,0.7463194131851196,0.9808955788612366,0.2532827854156494,0.6726105809211731,0.9737134575843811,0.3309272825717926
53,0.7594493627548218,0.9819966554641724,0.24068520963191986,0.7011925578117371,0.9760851263999939,0.30305102467536926
54,0.763759970664978,0.9816123843193054,0.23593971133232117,0.6121729612350464,0.9642120599746704,0.4007929265499115
55,0.7774659991264343,0.982546865940094,0.22258317470550537,0.6958389282226562,0.9756945967674255,0.31364205479621887
56,0.7766438126564026,0.9828780889511108,0.22357812523841858,0.6959940791130066,0.9766834378242493,0.3128111958503723
57,0.7699658870697021,0.9824979305267334,0.22946390509605408,0.6776876449584961,0.966921329498291,0.33250367641448975
58,0.7857946753501892,0.9832085371017456,0.21317559480667114,0.7097557187080383,0.9800417423248291,0.29858216643333435
59,0.7819960117340088,0.9834074974060059,0.2172250598669052,0.6448992490768433,0.978756844997406,0.361052542924881
60,0.7779932618141174,0.982635498046875,0.2215491086244583,0.4931804835796356,0.9564021229743958,0.5142534375190735
61,0.7797815799713135,0.9831657409667969,0.2199302613735199,0.7117891907691956,0.9794868230819702,0.2950027883052826
62,0.7829502820968628,0.9834876656532288,0.21707244217395782,0.6643856167793274,0.9788064956665039,0.34111613035202026
63,0.7694216370582581,0.9824438095092773,0.23103132843971252,0.6663311123847961,0.9790666699409485,0.33863306045532227
64,0.7950098514556885,0.9836263656616211,0.20534031093120575,0.6572304368019104,0.9786660075187683,0.3494442403316498
65,0.7758644819259644,0.9822699427604675,0.22443772852420807,0.45094743371009827,0.9577093124389648,0.5624089241027832
66,0.7894594669342041,0.9834602475166321,0.21091216802597046,0.7336384654045105,0.9783441424369812,0.27366480231285095
67,0.7935313582420349,0.9838572144508362,0.2063782960176468,0.7205168604850769,0.982405424118042,0.2833484709262848
68,0.8103690147399902,0.9846071004867554,0.18984614312648773,0.6244757771492004,0.9687753915786743,0.38519564270973206
69,0.803052544593811,0.9839253425598145,0.19701583683490753,0.4317115247249603,0.9777049422264099,0.5798630118370056
70,0.8097712993621826,0.984529435634613,0.1898794174194336,0.6703188419342041,0.9817215800285339,0.3363204598426819
71,0.8131119608879089,0.9848607182502747,0.1866070032119751,0.4686030149459839,0.9721032977104187,0.5451890230178833
72,0.7932912111282349,0.9827654957771301,0.20691843330860138,0.5214244723320007,0.9682167768478394,0.4907110631465912
73,0.774639368057251,0.9824014902114868,0.22567684948444366,0.6934471726417542,0.9803587198257446,0.31376299262046814
74,0.8102059364318848,0.9845378994941711,0.1887153536081314,0.7091847062110901,0.9821012616157532,0.2988831400871277
75,0.8200787305831909,0.984721839427948,0.18018104135990143,0.6657100915908813,0.9735686182975769,0.3341250419616699
76,0.819905161857605,0.9849182367324829,0.18037305772304535,0.7163051962852478,0.9822797775268555,0.2790306806564331
77,0.8253485560417175,0.9852545261383057,0.17421507835388184,0.47760453820228577,0.9651361107826233,0.5309299826622009
78,0.8165422081947327,0.9846997261047363,0.18413037061691284,0.7048801779747009,0.9821884632110596,0.2948976755142212
79,0.8386822938919067,0.9859948754310608,0.1617645025253296,0.719140350818634,0.9826627969741821,0.28008130192756653
80,0.8412096500396729,0.9860064387321472,0.15895862877368927,0.7234463691711426,0.9808633327484131,0.2781243920326233

